CS1231, Discrete Structures,4,False,Lund University,Nanyang Technological University,"University of North Carolina, Chapel Hill",University of Ottawa
CS2104, Programming Language Concepts,9,False,Sabanci University,Seoul National University,Stanford University,Technical University of Darmstadt (Technische Universitat Darmstadt),University of Goteborg,"University of North Carolina, Chapel Hill",University of Southampton,"University of Texas, Austin",University of Tokyo
CS2108, Introduction to Media Computing,0,False
CS3221, Operating Systems Design and Pragmatics,0,False
CS3243, Introduction to Artificial Intelligence,13,False,"Rheinisch Westfalische Tech Hochschule, Aachen",Swiss Federal Institute of Technology Lausanne,Tulane University,University of British Columbia,University of California [Berkeley],University of California [Irvine],University of California [Santa Barbara],University of Connecticut,University of Notre Dame,University of Southern California,University of Tokyo,University of Waterloo,Uppsala University
CS4347, Sound and Music Computing,0,False
IS2102, Requirements Analysis and Design,0,False
IS3223, IT and Supply Chain Management,5,False,Singapore Management University,Stanford University,The University of Hong Kong,University of Auckland,University of Karlsruhe
IS3243, Technology Strategy and Management,5,False,Korea Advanced Inst of Sci &amp; Tech,Royal Institute of Technology (Kungliga Tekniska Hogskolan),Singapore Management University,University of California [Davis],University of California [Irvine]
CS4346, Game Console Programming,0,False
IS3230, Principles of Information Security,3,False,Singapore Management University,Stockholm University,University of Auckland
CG2271, Real Time Operating Systems,1,False,University of Southampton
CS1020, Data Structures and Algorithms I,2,False,University of Amsterdam,University of Toronto
CS4218, Software Testing,7,False,National Tsing Hua University,Royal Institute of Technology (Kungliga Tekniska Hogskolan),Technical University of Munich (Technische Universitat Munchen),University of Edinburgh,University of Nottingham,"University of Texas, Austin",University of Waterloo
CS1010E, Programming Methodology,3,False,"University of Illinois, Urbana-Champaign",University of Maryland,University of Notre Dame
IT1001, Introduction to Computing,0,False
CS4249, Phenomena and Theories of HCI,0,False
CS3226, Web Programming and Applications,1,False,Technical University of Munich (Technische Universitat Munchen)
CS5228, Knowledge Discovery and Data Mining,0,False
CS5236, Advanced Automata Theory,0,False
BT4212, Search Engine Optimization and Analytics,0,True
CS5222, Advanced Computer Architecture,0,False
CS5223, Distributed Systems,0,False
IS2104, Software Team Dynamics,1,False,Singapore Management University
IS3220, Service Design and Innovation,2,False,University of Karlsruhe,"University of North Carolina, Chapel Hill"
IS3261, Mobile Apps Development for Enterprise,0,True
CS4223, Multi-Core Architectures,1,False,Technical University of Munich (Technische Universitat Munchen)
CS3223, Database Systems Implementation,1,False,University of Southampton
CS3235, Computer Security,5,False,University of Connecticut,University of Karlsruhe,"University of North Carolina, Chapel Hill",University of Southern California,University of Waterloo
CS4224, Distributed Databases,2,False,Tsinghua University,University of Adelaide
CS3211, Parallel and Concurrent Programming,2,False,Technical University of Munich (Technische Universitat Munchen),University of Edinburgh
IS4250, Healthcare Analytics,1,True,University of California [Merced]
CS3217, Software Engineering on Modern Application Platforms,0,False
CS3242, 3D Modeling and Animation,0,False
CS3249, User Interface Development,3,False,University of Oregon,University of Waterloo,Uppsala University
CS4345, General-Purpose Computation on GPU,0,False
S3261, Mobile Apps Development for Enterprise,0,False
IS4233, Legal Aspects of Information Technology,2,False,University of Karlsruhe,University of Oslo (Universitetet i Oslo)
CS3234, Logic and Formal Systems,0,False
IS4228, Information Technologies in Financial Services,0,True
IT1005, Introduction to Programming With Matlab,1,False,University of Southern California
CS5229, Advanced Computer Networks,1,False,University of Connecticut
CS4239, Software Security,0,False
CS4234, Optimisation Algorithms,1,False,Uppsala University
IS3250, Health Informatics,0,False
IS4203, IT Adoption and Change Management,0,False
IS4227, Enterprise Service-Oriented Architecture,1,False,University of Stockholm
CS5237, Computational Geometry and Applications,0,False
CS4242, Social Media Computing,0,False
CS4340, Digital Special Effects,0,False
CS2220, Introduction to Computational Biology,0,False
CS3236, Introduction to Information Theory,0,False
CS3219, Software Engineering Principles and Patterns,0,False
CS1010, Programming Methodology,1,False,Yale University
